Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q7TPA5	reviewed	SPA11_RAT	Serpin A11 (Liver regeneration-related protein LRRG023)	Serpina11 Ab1-046	Rattus norvegicus (Rat)	422
Q7TQ59	unreviewed	Q7TQ59_RAT	Seminal vesicle secretory protein 3A	Svs3a	Rattus norvegicus (Rat)	264
Q7TQ70	unreviewed	Q7TQ70_RAT	Fibrinogen alpha chain	Fga	Rattus norvegicus (Rat)	782
Q810F4	reviewed	FAM3C_RAT	Protein FAM3C (Interleukin-like EMT inducer)	Fam3c Ilei	Rattus norvegicus (Rat)	227
Q8CGR3	reviewed	CS2LB_RAT	Alpha-S2-casein-like B (Casein alpha S2-like B) (Delta-casein)	Csn1s2b Csnd	Rattus norvegicus (Rat)	169
Q8K3W4	unreviewed	Q8K3W4_RAT	Growth hormone d14 (Prolactin family 3, subfamily A, member 1) (Prolactin-like protein-I)	Prl3a1 Ghd14	Rattus norvegicus (Rat)	227
Q8K560	reviewed	OTOSP_RAT	Otospiralin	Otos	Rattus norvegicus (Rat)	89
Q8K583	unreviewed	Q8K583_RAT	Fibrinogen-like protein 1	Fgl1	Rattus norvegicus (Rat)	267
Q8VIH8	reviewed	CST14_RAT	Cystatin-14 (Cystatin SC)	Cst14	Rattus norvegicus (Rat)	130
Q8VII2	reviewed	CST12_RAT	Cystatin-12 (Cystatin TE-1)	Cst12	Rattus norvegicus (Rat)	128
Q91Y32	unreviewed	Q91Y32_RAT	Interleukin-7 (IL-7)	Il7 IL-7	Rattus norvegicus (Rat)	154
Q99JD1	unreviewed	Q99JD1_RAT	Beta-defensin	Defb22 LOC171412	Rattus norvegicus (Rat)	111
Q99N82	unreviewed	Q99N82_RAT	Prolactin-inducible protein homolog	Sval1 rcsp	Rattus norvegicus (Rat)	145
Q9ESW2	unreviewed	Q9ESW2_RAT	Interleukin-1	Il1a IL-1 alpha	Rattus norvegicus (Rat)	212
Q9JJI3	unreviewed	Q9JJI3_RAT	Major urinary protein 4	Mup4l4 LOC259244	Rattus norvegicus (Rat)	181
Q9JJX2	unreviewed	Q9JJX2_RAT	Pepsinogen A5	Pga3 Pga5	Rattus norvegicus (Rat)	387
Q9QYU9	unreviewed	Q9QYU9_RAT	Odorant binding protein I f (Odorant-binding protein 1F)	Obp1f LOC108348181 obp-1F	Rattus norvegicus (Rat)	173
Q9Z0K6	reviewed	SCRG1_RAT	Scrapie-responsive protein 1 (Scrapie-responsive gene 1 protein) (ScRG-1)	Scrg1	Rattus norvegicus (Rat)	98
W4VSR4	unreviewed	W4VSR4_RAT	Nidogen-2	Nid2	Rattus norvegicus (Rat)	1438
Z4YNI9	unreviewed	Z4YNI9_RAT	Interleukin-18 (IL-18)	Il18	Rattus norvegicus (Rat)	190
A0A096MJ41	unreviewed	A0A096MJ41_RAT	FAM3 metabolism regulating signaling molecule B	Fam3b	Rattus norvegicus (Rat)	246
A0A096MKC2	unreviewed	A0A096MKC2_RAT	Antileukoproteinase-like	LOC134486330 LOC103690289	Rattus norvegicus (Rat)	131
A0A0G2JSZ2	unreviewed	A0A0G2JSZ2_RAT	Seminal vesicle secretory protein 4	Svs4	Rattus norvegicus (Rat)	111
A0A0G2JSZ3	unreviewed	A0A0G2JSZ3_RAT	Neuroblastoma suppressor of tumorigenicity 1	Nbl1	Rattus norvegicus (Rat)	178
A0A0G2JT37	unreviewed	A0A0G2JT37_RAT	Amelogenin, X-linked	Amelx	Rattus norvegicus (Rat)	73
A0A0G2JTC7	unreviewed	A0A0G2JTC7_RAT	Seminal vesicle secretory protein 5	Svs5	Rattus norvegicus (Rat)	123
A0A0G2JTQ7	unreviewed	A0A0G2JTQ7_RAT	Growth hormone d10 (Prolactin family 8, subfamily A, member 7)	Prl8a7 Ghd10	Rattus norvegicus (Rat)	241
A0A0G2JU53	unreviewed	A0A0G2JU53_RAT	Casein alpha s2-like B	Csn1s2b	Rattus norvegicus (Rat)	139
A0A0G2JUB0	unreviewed	A0A0G2JUB0_RAT	FAM3 metabolism regulating signaling molecule C	Fam3c	Rattus norvegicus (Rat)	217
A0A0G2JUC6	unreviewed	A0A0G2JUC6_RAT	Glycoprotein 2	Gp2	Rattus norvegicus (Rat)	526
A0A0G2JUP5	unreviewed	A0A0G2JUP5_RAT	Murinoglobulin 1	Mug1	Rattus norvegicus (Rat)	1484
A0A0G2JUW7	unreviewed	A0A0G2JUW7_RAT	Murinoglobulin 2	Mug2	Rattus norvegicus (Rat)	1499
A0A0G2JVN2	unreviewed	A0A0G2JVN2_RAT	Secreted frizzled-related protein 4	Sfrp4	Rattus norvegicus (Rat)	303
A0A0G2JWB3	unreviewed	A0A0G2JWB3_RAT	Dermatopontin	Dpt	Rattus norvegicus (Rat)	82
A0A0G2JX47	unreviewed	A0A0G2JX47_RAT	Collagen type V alpha 1 chain	Col5a1	Rattus norvegicus (Rat)	1788
A0A0G2JXJ3	unreviewed	A0A0G2JXJ3_RAT	FAM3 metabolism regulating signaling molecule D	Fam3d	Rattus norvegicus (Rat)	223
A0A0G2JYI8	unreviewed	A0A0G2JYI8_RAT	Complement C8 gamma chain	Lcn12	Rattus norvegicus (Rat)	184
A0A0G2K0T2	unreviewed	A0A0G2K0T2_RAT	Cd63 molecule	Cd63	Rattus norvegicus (Rat)	242
A0A0G2K135	unreviewed	A0A0G2K135_RAT	Complement factor I	Cfi	Rattus norvegicus (Rat)	588
A0A0G2K311	unreviewed	A0A0G2K311_RAT	Defensin alpha 5, pseudogene 2	Defa5-ps2	Rattus norvegicus (Rat)	57
A0A0G2K346	unreviewed	A0A0G2K346_RAT	Prolactin family 8, subfamily A, member 5	Prl8a5 Prl8a4	Rattus norvegicus (Rat)	193
A0A0G2K4K1	unreviewed	A0A0G2K4K1_RAT	Submaxillary gland androgen regulated protein 3B	Smr3b	Rattus norvegicus (Rat)	146
A0A0G2K5E1	unreviewed	A0A0G2K5E1_RAT	Proline rich 4	Prr4 LOC100360165	Rattus norvegicus (Rat)	248
A0A0G2K5E8	unreviewed	A0A0G2K5E8_RAT	Collagen type I alpha 2 chain	Col1a2	Rattus norvegicus (Rat)	1288
A0A0G2K603	unreviewed	A0A0G2K603_RAT	Angiopoietin-like 1	Angptl1	Rattus norvegicus (Rat)	490
A0A0G2K680	unreviewed	A0A0G2K680_RAT	Serine peptidase inhibitor, Kunitz type, 3	Spint3	Rattus norvegicus (Rat)	87
A0A0G2K6A1	unreviewed	A0A0G2K6A1_RAT	Prolactin family 8, subfamily A, member 4	Prl8a3 Prl8a4	Rattus norvegicus (Rat)	230
A0A0G2K7I0	unreviewed	A0A0G2K7I0_RAT	Prolactin family 5, subfamily A, member 1	Prl5a1	Rattus norvegicus (Rat)	232
A0A0G2K8M6	unreviewed	A0A0G2K8M6_RAT	Casein alpha s2-like B	Csn1s2b	Rattus norvegicus (Rat)	128
A0A0G2K926	unreviewed	A0A0G2K926_RAT	Alpha-1-inhibitor III	Mug1l1 LOC297568	Rattus norvegicus (Rat)	1477
A0A0G2K989	unreviewed	A0A0G2K989_RAT	Prolactin family 8, subfamily A, member 5	Prl8a4 Prl8a5	Rattus norvegicus (Rat)	239
A0A0G2K9S8	unreviewed	A0A0G2K9S8_RAT	Microfibril associated protein 5	Mfap5	Rattus norvegicus (Rat)	208
A0A0G2KAG4	unreviewed	A0A0G2KAG4_RAT	FAM3 metabolism regulating signaling molecule B	Fam3b	Rattus norvegicus (Rat)	187
A0A0G2QC08	unreviewed	A0A0G2QC08_RAT	C1q and TNF related 7	C1qtnf7	Rattus norvegicus (Rat)	296
A0A0H2UHK1	unreviewed	A0A0H2UHK1_RAT	Complement C1q C chain	C1qc	Rattus norvegicus (Rat)	252
A0A0H2UHR8	unreviewed	A0A0H2UHR8_RAT	Secretoglobin family 1D member 4	Scgb1d4 Psbpc2	Rattus norvegicus (Rat)	99
A0A0H2UHZ5	unreviewed	A0A0H2UHZ5_RAT	BPI fold containing family B, member 3	Bpifb4 Bpifb3	Rattus norvegicus (Rat)	604
A0A0H2UHZ8	unreviewed	A0A0H2UHZ8_RAT	Beta-defensin 9	Defb9	Rattus norvegicus (Rat)	70
A0A140TAH2	unreviewed	A0A140TAH2_RAT	BPI fold containing family B, member 1	Bpifb1	Rattus norvegicus (Rat)	473
A0A1W2Q6Q9	unreviewed	A0A1W2Q6Q9_RAT	Thyroglobulin	Tg	Rattus norvegicus (Rat)	134
A0A3B0IYY4	unreviewed	A0A3B0IYY4_RAT	Adiponectin b (Complement C1q C chain)	C1qc Adib	Rattus norvegicus (Rat)	268
A0A8I5XVP8	unreviewed	A0A8I5XVP8_RAT	Prolactin family 8, subfamily A, member 7	Prl8a7	Rattus norvegicus (Rat)	205
A0A8I5Y0S0	unreviewed	A0A8I5Y0S0_RAT	Prokineticin 1	Prok1	Rattus norvegicus (Rat)	89
A0A8I5Y0V2	unreviewed	A0A8I5Y0V2_RAT	Probasin	Pbsn	Rattus norvegicus (Rat)	141
A0A8I5Y105	unreviewed	A0A8I5Y105_RAT	Lipocalin 5	Lcn5	Rattus norvegicus (Rat)	192
A0A8I5Y1T7	unreviewed	A0A8I5Y1T7_RAT	Alpha-1-inhibitor III	Mug1l1 LOC297568	Rattus norvegicus (Rat)	1481
A0A8I5Y586	unreviewed	A0A8I5Y586_RAT	Alpha-2-HS-glycoprotein (Fetuin-A)	Ahsg AABR07034632.1	Rattus norvegicus (Rat)	301
A0A8I5Y6S4	unreviewed	A0A8I5Y6S4_RAT	Kininogen 2	Kng2 Kng2l1	Rattus norvegicus (Rat)	430
A0A8I5YBG6	unreviewed	A0A8I5YBG6_RAT	Protein LEG1 homolog	ENSRNOG00000068028	Rattus norvegicus (Rat)	238
A0A8I5ZK31	unreviewed	A0A8I5ZK31_RAT	Zona pellucida binding protein 2	Zpbp2	Rattus norvegicus (Rat)	253
A0A8I5ZM34	unreviewed	A0A8I5ZM34_RAT	Collagen like tail subunit of asymmetric acetylcholinesterase	Colq	Rattus norvegicus (Rat)	443
A0A8I5ZN08	unreviewed	A0A8I5ZN08_RAT	Interferon alpha-1-like	LOC120103162	Rattus norvegicus (Rat)	184
A0A8I5ZNE2	unreviewed	A0A8I5ZNE2_RAT	Lipocalin 2	Lcn2	Rattus norvegicus (Rat)	231
A0A8I5ZNQ7	unreviewed	A0A8I5ZNQ7_RAT	Serpin B5	Serpinb5	Rattus norvegicus (Rat)	443
A0A8I5ZP08	unreviewed	A0A8I5ZP08_RAT	NELL2-interacting cell ontogeny regulator 1	Nicol1	Rattus norvegicus (Rat)	138
A0A8I5ZPJ6	unreviewed	A0A8I5ZPJ6_RAT	Placenta enriched 1	Plac1	Rattus norvegicus (Rat)	226
A0A8I5ZQ99	unreviewed	A0A8I5ZQ99_RAT	Uncharacterized protein	Lcn4l2 LOC681385	Rattus norvegicus (Rat)	185
A0A8I5ZR97	unreviewed	A0A8I5ZR97_RAT	Oocyte-secreted protein 3-like	Oosp4a LOC120098508	Rattus norvegicus (Rat)	176
A0A8I5ZRS9	unreviewed	A0A8I5ZRS9_RAT	Apolipoprotein C1	Apoc1	Rattus norvegicus (Rat)	130
A0A8I5ZRW3	unreviewed	A0A8I5ZRW3_RAT	Orosomucoid 1	Orm1	Rattus norvegicus (Rat)	199
A0A8I5ZSS9	unreviewed	A0A8I5ZSS9_RAT	Growth arrest specific 6	Gas6	Rattus norvegicus (Rat)	657
A0A8I5ZTM3	unreviewed	A0A8I5ZTM3_RAT	Alpha-1-inhibitor III	Mug1l1 LOC297568	Rattus norvegicus (Rat)	1436
A0A8I5ZU17	unreviewed	A0A8I5ZU17_RAT	Placenta enriched 1	Plac1	Rattus norvegicus (Rat)	238
A0A8I5ZUP4	unreviewed	A0A8I5ZUP4_RAT	Thyroglobulin	Tg	Rattus norvegicus (Rat)	367
A0A8I5ZV17	unreviewed	A0A8I5ZV17_RAT	BPI fold containing family B, member 1	Bpifb1	Rattus norvegicus (Rat)	509
A0A8I5ZVC4	unreviewed	A0A8I5ZVC4_RAT	Inter-alpha-trypsin inhibitor heavy chain 2	Itih2	Rattus norvegicus (Rat)	950
A0A8I5ZVJ9	unreviewed	A0A8I5ZVJ9_RAT	HtrA serine peptidase 1	Htra1	Rattus norvegicus (Rat)	455
A0A8I5ZVW5	unreviewed	A0A8I5ZVW5_RAT	Lipocalin 5	Lcn5	Rattus norvegicus (Rat)	243
A0A8I5ZVY9	unreviewed	A0A8I5ZVY9_RAT	Defensin beta 39	Defb39	Rattus norvegicus (Rat)	74
A0A8I5ZW11	unreviewed	A0A8I5ZW11_RAT	Olfactomedin 3	Olfm3	Rattus norvegicus (Rat)	458
A0A8I5ZW14	unreviewed	A0A8I5ZW14_RAT	C3 and PZP-like, alpha-2-macroglobulin domain containing 8	Cpamd8	Rattus norvegicus (Rat)	1450
A0A8I5ZW28	unreviewed	A0A8I5ZW28_RAT	Fetuin B	Fetub	Rattus norvegicus (Rat)	387
A0A8I5ZWE5	unreviewed	A0A8I5ZWE5_RAT	Lipocalin 5	Lcn5	Rattus norvegicus (Rat)	180
A0A8I5ZWV4	unreviewed	A0A8I5ZWV4_RAT	Complement C1q C chain	C1qc	Rattus norvegicus (Rat)	248
A0A8I5ZXE3	unreviewed	A0A8I5ZXE3_RAT	Cystatin E/M	Cst6	Rattus norvegicus (Rat)	184
A0A8I5ZY55	unreviewed	A0A8I5ZY55_RAT	Alpha-2-HS-glycoprotein (Fetuin-A)	Ahsg AABR07034632.1	Rattus norvegicus (Rat)	557
A0A8I5ZY76	unreviewed	A0A8I5ZY76_RAT	Cellular communication network factor 4	Ccn4	Rattus norvegicus (Rat)	350
A0A8I5ZYR2	unreviewed	A0A8I5ZYR2_RAT	Lipocalin-15 like 1	Lcn15l1	Rattus norvegicus (Rat)	183
A0A8I6A022	unreviewed	A0A8I6A022_RAT	Extracellular matrix protein 1	Ecm1	Rattus norvegicus (Rat)	547
A0A8I6A0A4	unreviewed	A0A8I6A0A4_RAT	Olfactomedin 2	Olfm2	Rattus norvegicus (Rat)	452
A0A8I6A0R9	unreviewed	A0A8I6A0R9_RAT	Alpha-1-inhibitor III	Mug1l1 LOC297568	Rattus norvegicus (Rat)	1463
A0A8I6A1D0	unreviewed	A0A8I6A1D0_RAT	Matrilin 4	Matn4	Rattus norvegicus (Rat)	542
A0A8I6A1T0	unreviewed	A0A8I6A1T0_RAT	TNF receptor superfamily member 11B	Tnfrsf11b	Rattus norvegicus (Rat)	390
A0A8I6A2U4	unreviewed	A0A8I6A2U4_RAT	Pregnancy-zone protein	Pzp	Rattus norvegicus (Rat)	1491
A0A8I6A4N8	unreviewed	A0A8I6A4N8_RAT	Interferon alpha-12-like	LOC120103161	Rattus norvegicus (Rat)	184
A0A8I6A4Z2	unreviewed	A0A8I6A4Z2_RAT	Secretoglobin, family 1C, member 1	Scgb1c1	Rattus norvegicus (Rat)	147
A0A8I6A5A7	unreviewed	A0A8I6A5A7_RAT	Platelet-derived growth factor receptor-like protein	Pdgfrl	Rattus norvegicus (Rat)	362
A0A8I6A5R1	unreviewed	A0A8I6A5R1_RAT	Uncharacterized protein	ENSRNOG00000065554	Rattus norvegicus (Rat)	173
A0A8I6A5Z7	unreviewed	A0A8I6A5Z7_RAT	Latent transforming growth factor beta binding protein 2	Ltbp2	Rattus norvegicus (Rat)	1788
A0A8I6A7X7	unreviewed	A0A8I6A7X7_RAT	C-type lectin domain containing 11A	Clec11a	Rattus norvegicus (Rat)	303
A0A8I6A8Q1	unreviewed	A0A8I6A8Q1_RAT	Alpha-2-macroglobulin-like 1	A2ml1	Rattus norvegicus (Rat)	1458
A0A8I6A8V3	unreviewed	A0A8I6A8V3_RAT	Major urinary protein 4, pseudogene 1	Mup4-ps1	Rattus norvegicus (Rat)	180
A0A8I6A910	unreviewed	A0A8I6A910_RAT	Matrix Gla protein	Mgp	Rattus norvegicus (Rat)	132
A0A8I6A9X1	unreviewed	A0A8I6A9X1_RAT	Isthmin 2	Ism2	Rattus norvegicus (Rat)	463
A0A8I6AA59	unreviewed	A0A8I6AA59_RAT	Liver-expressed antimicrobial peptide 2	Leap2	Rattus norvegicus (Rat)	76
A0A8I6AAN2	unreviewed	A0A8I6AAN2_RAT	Chordin-like 2	Chrdl2	Rattus norvegicus (Rat)	434
A0A8I6AAP3	unreviewed	A0A8I6AAP3_RAT	Thyroglobulin	Tg	Rattus norvegicus (Rat)	243
A0A8I6AB30	unreviewed	A0A8I6AB30_RAT	Albumin superfamily member 1	Albfm1 LOC360919	Rattus norvegicus (Rat)	600
A0A8I6ABS4	unreviewed	A0A8I6ABS4_RAT	Alpha-2u globulin PGCL3 (Major urinary protein 4)	Mup4	Rattus norvegicus (Rat)	181
A0A8I6ABW6	unreviewed	A0A8I6ABW6_RAT	Cardiotrophin 1	Ctf1	Rattus norvegicus (Rat)	196
A0A8I6AC16	unreviewed	A0A8I6AC16_RAT	Growth arrest specific 6	Gas6	Rattus norvegicus (Rat)	657
A0A8I6ACB2	unreviewed	A0A8I6ACB2_RAT	Prolactin family 6, subfamily A, member 1	Prl6a1	Rattus norvegicus (Rat)	239
A0A8I6ADH5	unreviewed	A0A8I6ADH5_RAT	Vascular endothelial growth factor B	Vegfb	Rattus norvegicus (Rat)	176
A0A8I6ADK2	unreviewed	A0A8I6ADK2_RAT	Lipocalin 9	Lcn9	Rattus norvegicus (Rat)	191
A0A8I6AEQ7	unreviewed	A0A8I6AEQ7_RAT	Interferon alpha-12-like	LOC120103160	Rattus norvegicus (Rat)	184
A0A8I6AEW4	unreviewed	A0A8I6AEW4_RAT	Vascular endothelial growth factor C	Vegfc	Rattus norvegicus (Rat)	184
A0A8I6AGD0	unreviewed	A0A8I6AGD0_RAT	Meteorin-like protein	Metrnl	Rattus norvegicus (Rat)	272
A0A8I6AGJ4	unreviewed	A0A8I6AGJ4_RAT	Submaxillary gland androgen regulated protein 3A	Smr3a	Rattus norvegicus (Rat)	68
A0A8I6AGK7	unreviewed	A0A8I6AGK7_RAT	Statherin	Stath	Rattus norvegicus (Rat)	71
A0A8I6AGP5	unreviewed	A0A8I6AGP5_RAT	Prokineticin 2	Prok2	Rattus norvegicus (Rat)	185
A0A8I6AGY9	unreviewed	A0A8I6AGY9_RAT	HtrA serine peptidase 1	Htra1	Rattus norvegicus (Rat)	471
A0A8I6AH49	unreviewed	A0A8I6AH49_RAT	Lipocalin 3	Lcn3	Rattus norvegicus (Rat)	183
A0A8I6AIW4	unreviewed	A0A8I6AIW4_RAT	FAM3 metabolism regulating signaling molecule A	Fam3a	Rattus norvegicus (Rat)	189
A0A8I6AJ25	unreviewed	A0A8I6AJ25_RAT	BPI fold containing family B, member 1	Bpifb1	Rattus norvegicus (Rat)	517
A0A8I6AJ34	unreviewed	A0A8I6AJ34_RAT	BPI fold containing family B, member 3	Bpifb4 Bpifb3	Rattus norvegicus (Rat)	869
A0A8I6AJC3	unreviewed	A0A8I6AJC3_RAT	Serine peptidase inhibitor, Kazal type 4	Spink4	Rattus norvegicus (Rat)	171
A0A8I6AJN1	unreviewed	A0A8I6AJN1_RAT	Alpha-2u-globulin (L type)	Mup5 LOC120102889	Rattus norvegicus (Rat)	224
A0A8I6AJZ9	unreviewed	A0A8I6AJZ9_RAT	Murinoglobulin 1	Mug1	Rattus norvegicus (Rat)	1458
A0A8I6AL65	unreviewed	A0A8I6AL65_RAT	BPI fold containing family B, member 1	Bpifb1	Rattus norvegicus (Rat)	476
A0A8I6ALA9	unreviewed	A0A8I6ALA9_RAT	Serine protease 23	Prss23	Rattus norvegicus (Rat)	364
A0A8I6ALC0	unreviewed	A0A8I6ALC0_RAT	Prolactin family 7, subfamily A, member 3	Prl7a3	Rattus norvegicus (Rat)	270
A0A8I6AM34	unreviewed	A0A8I6AM34_RAT	TNF receptor superfamily member 11B	Tnfrsf11b	Rattus norvegicus (Rat)	382
A0A8I6AN84	unreviewed	A0A8I6AN84_RAT	Interferon alpha-12-like	LOC120103158	Rattus norvegicus (Rat)	184
A0A8I6ANC9	unreviewed	A0A8I6ANC9_RAT	Coagulation factor VII	F7	Rattus norvegicus (Rat)	415
A0A8I6ANP0	unreviewed	A0A8I6ANP0_RAT	Major urinary protein 4, pseudogene 3	Mup4-ps2 Mup4-ps3	Rattus norvegicus (Rat)	210
A0A8I6ANZ6	unreviewed	A0A8I6ANZ6_RAT	Uncharacterized protein	ENSRNOG00000065554	Rattus norvegicus (Rat)	174
A0A8I6AQG1	unreviewed	A0A8I6AQG1_RAT	Netrin 5	Ntn5	Rattus norvegicus (Rat)	381
A0A8I6AQK4	unreviewed	A0A8I6AQK4_RAT	Murinoglobulin 2	Mug2	Rattus norvegicus (Rat)	1480
A0A8I6AR16	unreviewed	A0A8I6AR16_RAT	Cellular communication network factor 5	Ccn5	Rattus norvegicus (Rat)	254
A0A8I6AR41	unreviewed	A0A8I6AR41_RAT	ECRG4 augurin precursor	Ecrg4	Rattus norvegicus (Rat)	143
A0A8I6AT01	unreviewed	A0A8I6AT01_RAT	SMR1 protein-like	LOC108352824	Rattus norvegicus (Rat)	142
A0A8I6AU98	unreviewed	A0A8I6AU98_RAT	von Willebrand factor C domain containing 2 like	Vwc2l	Rattus norvegicus (Rat)	222
A0A8I6AUB0	unreviewed	A0A8I6AUB0_RAT	Major urinary protein 4, pseudogene 5	Mup4-ps5	Rattus norvegicus (Rat)	87
A0A8I6AWQ8	unreviewed	A0A8I6AWQ8_RAT	Fetuin B	Fetub	Rattus norvegicus (Rat)	399
A0A8I6AXR2	unreviewed	A0A8I6AXR2_RAT	Kininogen 2	Kng2 Kng2l1	Rattus norvegicus (Rat)	426
A0A8I6G4W5	unreviewed	A0A8I6G4W5_RAT	Glycoprotein 2	Gp2	Rattus norvegicus (Rat)	552
A0A8I6G9C5	unreviewed	A0A8I6G9C5_RAT	Matrilin 4	Matn4	Rattus norvegicus (Rat)	583
A0A8I6GA68	unreviewed	A0A8I6GA68_RAT	Collagen type V alpha 1 chain	Col5a1	Rattus norvegicus (Rat)	1808
A0A8I6GCX0	unreviewed	A0A8I6GCX0_RAT	Beta-microseminoprotein	Msmb	Rattus norvegicus (Rat)	107
A0A8I6GEN6	unreviewed	A0A8I6GEN6_RAT	Serine protease inhibitor Kazal-type 6-like	Spink6 LOC100911681	Rattus norvegicus (Rat)	80
A0A8I6GET9	unreviewed	A0A8I6GET9_RAT	Lipocalin 9	Lcn9	Rattus norvegicus (Rat)	190
A0A8I6GEX6	unreviewed	A0A8I6GEX6_RAT	Casein alpha s2-like A	Csn1s2a	Rattus norvegicus (Rat)	203
A0A8I6GF15	unreviewed	A0A8I6GF15_RAT	Carboxypeptidase A2	Cpa2	Rattus norvegicus (Rat)	405
A0A8I6GG08	unreviewed	A0A8I6GG08_RAT	Collagen type I alpha 1 chain	Col1a1	Rattus norvegicus (Rat)	1388
A0A8I6GG30	unreviewed	A0A8I6GG30_RAT	Microfibril associated protein 5	Mfap5	Rattus norvegicus (Rat)	156
A0A8I6GHL0	unreviewed	A0A8I6GHL0_RAT	Cellular communication network factor 5	Ccn5	Rattus norvegicus (Rat)	256
A0A8I6GKI9	unreviewed	A0A8I6GKI9_RAT	Serine protease inhibitor Kazal-type 9-like	LOC102547035	Rattus norvegicus (Rat)	84
A0A8I6GKL6	unreviewed	A0A8I6GKL6_RAT	Allergen Fel d 4-like	Paepl1	Rattus norvegicus (Rat)	177
A0A8I6GKV8	unreviewed	A0A8I6GKV8_RAT	Major urinary protein 4, pseudogene 3	Mup4-ps2 Mup4-ps3	Rattus norvegicus (Rat)	181
A0A8I6GL16	unreviewed	A0A8I6GL16_RAT	Serine peptidase inhibitor, Kazal type 4	Spink4	Rattus norvegicus (Rat)	133
A0A8I6GLP5	unreviewed	A0A8I6GLP5_RAT	Cd63 molecule	Cd63	Rattus norvegicus (Rat)	234
A0A8I6GLV8	unreviewed	A0A8I6GLV8_RAT	Meteorin, glial cell differentiation regulator	Metrn	Rattus norvegicus (Rat)	285
A0A8I6GM58	unreviewed	A0A8I6GM58_RAT	Interleukin 24	Il24	Rattus norvegicus (Rat)	172
A0A8I6GMD9	unreviewed	A0A8I6GMD9_RAT	Interferon alpha-12-like	LOC120103159	Rattus norvegicus (Rat)	184
A0A8L2PZV1	unreviewed	A0A8L2PZV1_RAT	Resistin like alpha	Retnla	Rattus norvegicus (Rat)	138
A0A8L2Q083	unreviewed	A0A8L2Q083_RAT	Resistin-like gamma	Retnlg	Rattus norvegicus (Rat)	117
A0A8L2Q3W7	unreviewed	A0A8L2Q3W7_RAT	Pregnancy-zone protein	Pzp	Rattus norvegicus (Rat)	1501
A0A8L2Q529	unreviewed	A0A8L2Q529_RAT	C1q and TNF related 6	C1qtnf6	Rattus norvegicus (Rat)	251
A0A8L2Q9K9	unreviewed	A0A8L2Q9K9_RAT	Mesencephalic astrocyte-derived neurotrophic factor	Manf	Rattus norvegicus (Rat)	178
A0A8L2QAZ9	unreviewed	A0A8L2QAZ9_RAT	C-C motif chemokine ligand 20	Ccl20	Rattus norvegicus (Rat)	95
A0A8L2QC91	unreviewed	A0A8L2QC91_RAT	Prolactin family 5, subfamily A, member 1	Prl5a1	Rattus norvegicus (Rat)	243
A0A8L2QLB0	unreviewed	A0A8L2QLB0_RAT	Defensin NP-4 precursor	Np4	Rattus norvegicus (Rat)	126
A0A8L2QLQ0	unreviewed	A0A8L2QLQ0_RAT	Probasin	Pbsn	Rattus norvegicus (Rat)	178
A0A8L2QMK3	unreviewed	A0A8L2QMK3_RAT	BPI fold containing family B, member 3	Bpifb4 Bpifb3	Rattus norvegicus (Rat)	852
A0A8L2QNC9	unreviewed	A0A8L2QNC9_RAT	C-C motif chemokine	Ccl6	Rattus norvegicus (Rat)	117
A0A8L2QS94	unreviewed	A0A8L2QS94_RAT	Defensin beta 33	Defb33	Rattus norvegicus (Rat)	115
A0A8L2QU67	unreviewed	A0A8L2QU67_RAT	Lipocalin 5	Lcn5	Rattus norvegicus (Rat)	192
A0A8L2QY59	unreviewed	A0A8L2QY59_RAT	Alpha-2-macroglobulin	A2m	Rattus norvegicus (Rat)	1428
A0A8L2RAP9	unreviewed	A0A8L2RAP9_RAT	FAM3 metabolism regulating signaling molecule C	Fam3c	Rattus norvegicus (Rat)	264
A0A8L2UHE1	unreviewed	A0A8L2UHE1_RAT	Neuromedin U	Nmu	Rattus norvegicus (Rat)	164
A0A8L2UK35	unreviewed	A0A8L2UK35_RAT	Cardiotrophin 1	Ctf1	Rattus norvegicus (Rat)	201
A0A8L2ULG0	unreviewed	A0A8L2ULG0_RAT	Apolipoprotein C1	Apoc1	Rattus norvegicus (Rat)	121
A0A8L2URJ6	unreviewed	A0A8L2URJ6_RAT	Probasin	Pbsn	Rattus norvegicus (Rat)	184
A6HN85	unreviewed	A6HN85_RAT	C1q and TNF related 4 (C1q and tumor necrosis factor related protein 4)	C1qtnf4	Rattus norvegicus (Rat)	326
A6IBH4	unreviewed	A6IBH4_RAT	Prokineticin 2	Prok2 PK2beta	Rattus norvegicus (Rat)	128
A6JPR7	unreviewed	A6JPR7_RAT	Kallikrein B, plasma 1 (Kallikrein B1)	Klkb1	Rattus norvegicus (Rat)	638
A6JTB1	unreviewed	A6JTB1_RAT	Lipocalin 9	Lcn9	Rattus norvegicus (Rat)	179
B2RZ77	unreviewed	B2RZ77_RAT	Dermatopontin	Dpt	Rattus norvegicus (Rat)	202
B3EY82	unreviewed	B3EY82_RAT	Lipocalin 8	Lcn8	Rattus norvegicus (Rat)	175
B5DEZ3	unreviewed	B5DEZ3_RAT	Coiled-coil domain containing 126	Ccdc126	Rattus norvegicus (Rat)	140
B5DF14	unreviewed	B5DF14_RAT	Leucine-rich repeat LGI family, member 2 (Lgi2 protein)	Lgi2	Rattus norvegicus (Rat)	542
